,filename,image_red_std,image_red_mean,image_green_std,image_green_mean,image_blue_std,image_blue_mean,TP_cls_0,FP_cls_0,FN_cls_0,TN_cls_0,IoU_cls_0,accuracy_cls_0,count_cls_gt_0,count_cls_pred_0,TP_cls_1,FP_cls_1,FN_cls_1,TN_cls_1,IoU_cls_1,accuracy_cls_1,count_cls_gt_1,count_cls_pred_1,TP_cls_2,FP_cls_2,FN_cls_2,TN_cls_2,IoU_cls_2,accuracy_cls_2,count_cls_gt_2,count_cls_pred_2,TP_cls_3,FP_cls_3,FN_cls_3,TN_cls_3,IoU_cls_3,accuracy_cls_3,count_cls_gt_3,count_cls_pred_3
0,X3-EEG1377.YUV.DAT.20221020.154251_FV_101,22.204396051076362,44.02708333333334,22.41080564812825,43.9921875,22.27495863701695,44.53489583333334,44931,12672,7074,202075,0.6946982698640939,0.9259761876199616,52005,57603,40752,43601,15020,167379,0.4100912722771779,0.780241572696737,55772,84353,94036,24486,37280,110950,0.6035609298982041,0.7684515954894434,131316,118522,6274,0,21385,239093,0.22683394193571713,0.9198319037907869,27659,6274
1,X3-EEG1377.YUV.DAT.20221020.154251_FV_111,22.463093246487944,43.959635416666664,22.794984498603153,43.805989583333336,22.264319063492657,44.77734375,46890,13742,5115,201005,0.7131884344532831,0.9293088711612284,52005,60632,40478,43941,15294,167039,0.4059450623288839,0.7779398092610365,55772,84419,91670,23778,39646,111658,0.5910609049995487,0.7622360844529751,131316,115448,6253,0,21406,239093,0.2260746953975198,0.9197531789827256,27659,6253
2,X3-EEG1377.YUV.DAT.20221020.154251_FV_11,27.625711595088056,47.91927083333334,28.312542138029716,48.071875,28.409976749436762,48.68411458333333,44233,13556,7772,201191,0.6746846448345816,0.9200455854126679,52005,57789,38582,45858,17190,165122,0.3796319984256617,0.7636456333973128,55772,84440,92058,21224,39258,114212,0.6035007211223286,0.7732650551823417,131316,113282,11083,158,16576,238935,0.39842542330229713,0.9372675743761996,27659,11241
3,X3-EEG1377.YUV.DAT.20221020.154251_FV_121,22.41001507742463,43.991145833333334,22.782916568496645,43.77369791666667,22.340594856632112,44.342187499999994,47577,14690,4428,200057,0.7133518254741735,0.9283304342610365,52005,62267,40074,45537,15698,165443,0.3955620922129327,0.7704422084932822,55772,85611,89296,23160,42020,112276,0.5780574328698309,0.7556531909788867,131316,112456,6418,0,21241,239093,0.2320402039119274,0.9203717310460653,27659,6418
4,X3-EEG1377.YUV.DAT.20221020.154251_FV_131,23.130657316100887,44.50598958333333,23.688199467236124,44.18802083333333,23.49500583978114,44.825260416666666,47786,16234,4219,198513,0.7002740368411026,0.9233257857485605,52005,64020,39131,47019,16641,163961,0.38068507943302426,0.7613513675623801,55772,86150,87530,22413,43786,113023,0.5693785817900331,0.7518331633877159,131316,109943,6639,0,21020,239093,0.2400303698615279,0.9212002159309021,27659,6639
5,X3-EEG1377.YUV.DAT.20221020.154251_FV_141,23.090754448759622,44.248697916666664,23.475012751584735,44.225520833333334,23.112891136643547,44.97734375,47851,17024,4154,197723,0.6932014081038405,0.9206079054702495,52005,64875,39263,48163,16509,162817,0.3777649492471256,0.7575575815738963,55772,87426,86169,21819,45147,113617,0.5626995788030169,0.7489578334932822,131316,107988,6463,0,21196,239093,0.23366716077949312,0.9205404270633397,27659,6463
6,X3-EEG1377.YUV.DAT.20221020.154251_FV_151,23.909776377305587,43.81406249999999,24.252659413917083,43.80859375,23.77640267473053,44.704427083333336,49622,15852,2383,198895,0.7312731184697231,0.931640625,52005,65474,40429,49101,15343,161879,0.3855043719546499,0.7584123080614203,55772,89530,83732,21823,47584,113613,0.5467712339769751,0.739807011756238,131316,105555,6193,0,21466,239093,0.22390541957409885,0.9195282509596929,27659,6193
7,X3-EEG1377.YUV.DAT.20221020.154251_FV_161,24.19654398078679,44.368229166666666,24.832581079341427,44.100520833333334,24.94235583983673,44.70911458333333,50380,15526,1625,199221,0.7460277502184182,0.9357043246161229,52005,65906,40740,49694,15032,161286,0.38628562759562324,0.757355146353167,55772,90434,82445,21676,48871,113760,0.5388843861116921,0.7355333793186181,131316,104121,6291,0,21368,239093,0.2274485700856864,0.9198956333973128,27659,6291
8,X3-EEG1377.YUV.DAT.20221020.154251_FV_171,23.853719428121803,42.46666666666667,24.08719217926034,42.35338541666666,23.917635701006102,43.415625000000006,50477,14990,1528,199757,0.7534442868870811,0.9380773152591171,52005,65467,41144,48782,14628,162198,0.3935191384356409,0.7622885676583493,55772,89926,83457,21683,47859,113753,0.5454741534258394,0.7393009237044146,131316,105140,6219,0,21440,239093,0.22484543909758126,0.9196257197696737,27659,6219
9,X3-EEG1377.YUV.DAT.20221020.154251_FV_181,24.16132364915172,41.76901041666666,24.44939494841624,41.59817708333333,24.381354728029848,42.51796875,49801,14351,2204,200396,0.750512387726807,0.9379386096449136,52005,64152,41961,48397,13811,162583,0.4028165769086772,0.7667946257197696,55772,90358,84461,21145,46855,114291,0.5539842976236545,0.7450815738963532,131316,105606,6636,0,21023,239093,0.23992190607035685,0.9211889695297505,27659,6636
10,X3-EEG1377.YUV.DAT.20221020.154251_FV_191,26.477307161577766,44.567447916666666,27.120245359017925,44.650000000000006,27.61775151057543,45.81067708333333,47993,14307,4012,200440,0.7237453251296899,0.9313257257677543,52005,62300,41839,48634,13933,162346,0.4007336743099056,0.7654488063819578,55772,90473,85992,21013,45324,114423,0.5645149643206481,0.7513158289347409,131316,107005,6974,0,20685,239093,0.2521421598756282,0.922456064059501,27659,6974
11,X3-EEG1377.YUV.DAT.20221020.154251_FV_1,23.443192775071175,29.506770833333334,24.237987821663758,29.778385416666666,23.843779892720086,30.190104166666668,46122,8048,5883,206699,0.7680215809368391,0.9477754618522073,52005,54170,44011,45002,11761,165978,0.4367297120288963,0.7872068438099808,55772,89013,91312,22957,40004,112479,0.5918858128123521,0.7639717790307101,131316,114269,9300,0,18359,239093,0.3362377526302469,0.9311757737523992,27659,9300
12,X3-EEG1377.YUV.DAT.20221020.154251_FV_201,26.51597631080495,44.55234375,27.22942407347728,44.43854166666666,27.8035819803695,45.541406249999994,46101,14022,5904,200725,0.698214366849925,0.9253014035508638,52005,60123,42206,51016,13566,159964,0.3952316739708581,0.7578949736084453,55772,93222,85472,21342,45844,114094,0.5598920462733692,0.7481330974088292,131316,106814,6593,0,21066,239093,0.23836725839690517,0.9210277711132437,27659,6593
13,X3-EEG1377.YUV.DAT.20221020.154251_FV_211,25.71003537504378,44.57265625000001,26.38412447795674,44.65260416666668,26.95837895526593,45.53567708333333,46185,13679,5820,201068,0.7031392728822848,0.9269021413147792,52005,59864,42449,50341,13323,160639,0.40003581088085344,0.7613363723608445,55772,92790,86101,21508,45215,113928,0.5633997277914463,0.7498687919865643,131316,107609,6489,0,21170,239093,0.23460718030297553,0.9206378958733206,27659,6489
14,X3-EEG1377.YUV.DAT.20221020.154251_FV_21,26.636965014911528,47.20338541666667,26.98432101161523,47.31302083333334,26.724384851674554,48.24036458333333,44317,13185,7688,201562,0.6798128547323209,0.9217512895873321,52005,57502,38252,46332,17520,164648,0.37463762438298204,0.7606315978886756,55772,84584,91852,22377,39464,113059,0.5976329435953491,0.7681704354606526,131316,114229,10361,76,17298,239017,0.3735712998016946,0.9348683421305183,27659,10437
15,X3-EEG1377.YUV.DAT.20221020.154251_FV_221,27.27277991823195,45.38072916666667,27.801846722953446,45.41145833333333,28.329327568969628,46.52760416666666,47177,13932,4828,200815,0.7154859942065911,0.9296725047984645,52005,61109,42365,50156,13407,160824,0.3999414696775168,0.7617150011996161,55772,92521,85231,20424,46085,115012,0.561691050481086,0.750671035268714,131316,105655,7467,0,20192,239093,0.26996637622473696,0.9243042226487524,27659,7467
16,X3-EEG1377.YUV.DAT.20221020.154251_FV_231,25.99039635814992,44.725520833333334,26.700249016180386,44.665625,27.142187210165087,45.602604166666666,45592,13147,6413,201600,0.699778978388998,0.9266734644913628,52005,58739,42803,51748,12969,159232,0.3980933779761905,0.7573888855566219,55772,94551,85326,21471,45990,113965,0.558463743643111,0.747102177303263,131316,106797,6665,0,20994,239093,0.2409703893850103,0.9212976847408829,27659,6665
17,X3-EEG1377.YUV.DAT.20221020.154251_FV_241,25.713558841395923,43.686458333333334,26.24699877307197,43.90182291666667,26.52853428749127,45.24557291666667,45808,13319,6197,201428,0.7012430347192457,0.9268384117082533,52005,59127,42607,51279,13165,159701,0.398006557622068,0.7584123080614203,55772,93886,85576,21795,45740,113641,0.5589147742487477,0.746824766074856,131316,107371,6368,0,21291,239093,0.23023247405907662,0.9201842910268714,27659,6368
18,X3-EEG1377.YUV.DAT.20221020.154251_FV_251,26.92342636026206,44.62161458333333,27.71704121862452,44.532291666666666,27.99114450564101,45.82031249999999,45263,13873,6742,200874,0.6870730744709919,0.9227184800863724,52005,59136,41979,51516,13793,159464,0.3912739542166878,0.7551695957293666,55772,93495,85823,21093,45493,114343,0.563109790104259,0.7503823776391555,131316,106916,7205,0,20454,239093,0.26049387179579886,0.9233220369481766,27659,7205
19,X3-EEG1377.YUV.DAT.20221020.154251_FV_261,27.344537766430104,45.797916666666666,27.816727187340543,45.78229166666666,28.493153412625272,46.46614583333333,44957,12898,7048,201849,0.692679845307613,0.9252264275431862,52005,57855,42874,52193,12898,158787,0.3971101745936183,0.7559868342130518,55772,95067,85448,21557,45868,113879,0.5589476231904914,0.7472371341170825,131316,107005,6825,0,20834,239093,0.24675512491413285,0.9218974928023033,27659,6825
20,X3-EEG1377.YUV.DAT.20221020.154251_FV_271,26.992442820186575,45.553125,27.42984984148453,45.72291666666667,27.577166324175618,46.79869791666666,44708,12878,7297,201869,0.6890556848481112,0.9243679522552783,52005,57586,42631,51176,13141,159804,0.3986142798369301,0.7588884057101728,55772,93807,86732,21735,44584,113701,0.566686921353013,0.7513833073416507,131316,108467,6892,0,20767,239093,0.24917748291695288,0.9221486624280231,27659,6892
21,X3-EEG1377.YUV.DAT.20221020.154251_FV_281,26.487586334313445,44.97812499999999,27.2337291301228,44.888020833333336,27.217621722403482,46.149739583333336,44328,12439,7677,202308,0.6878530196759978,0.9245891314779271,52005,56767,42806,51022,12966,159958,0.4008277618592805,0.7601217610364683,55772,93828,87289,21915,44027,113521,0.5696562705979861,0.7527966050863724,131316,109204,6953,0,20706,239093,0.25138291333743085,0.9223773392514395,27659,6953
22,X3-EEG1377.YUV.DAT.20221020.154251_FV_291,26.26094730674825,45.40651041666666,26.99885792016128,45.20208333333333,27.243712062371227,46.180989583333336,44579,11773,7426,202974,0.6989714321552887,0.9280267814299424,52005,56352,43198,49592,12574,161388,0.40998823127443906,0.7669520753358925,55772,92790,88522,21006,42794,114430,0.5811504575832775,0.7608265355086372,131316,109528,8082,0,19577,239093,0.2922014534148017,0.9266097348848369,27659,8082
23,X3-EEG1377.YUV.DAT.20221020.154251_FV_31,24.189402176708672,45.144010416666674,24.70086979743831,45.162499999999994,24.66083194904751,46.04713541666666,45166,12001,6839,202746,0.7056525950692123,0.9293726007677543,52005,57167,39785,45530,15987,165450,0.3927365698604174,0.7693850467850288,55772,85315,92030,22867,39286,112569,0.5968881134755453,0.7670008097408829,131316,114897,9305,68,18354,239025,0.33559346485375263,0.930939599328215,27659,9373
24,X3-EEG1377.YUV.DAT.20221020.154251_FV_301,25.921052755475586,45.375781249999996,26.460669207450923,45.25651041666666,26.616222622327815,46.24921875,44137,12493,7868,202254,0.6843157927377593,0.9236706753838771,52005,56630,42742,47855,13030,163125,0.41246007314695976,0.7717542886276392,55772,90597,90593,21215,40723,114221,0.5939317253541903,0.7678068018234165,131316,111808,7717,0,19942,239093,0.2790050254889909,0.9252414227447217,27659,7717
25,X3-EEG1377.YUV.DAT.20221020.154251_FV_311,26.117300167811287,46.083333333333336,26.865644587282272,46.09765625,27.218319038398413,46.990624999999994,44311,12217,7694,202530,0.6899660552458659,0.9253576355566219,52005,56528,42445,46575,13327,164405,0.41471660136594135,0.7754393594049904,55772,89020,91708,21300,39608,114136,0.6009068511820517,0.77166806621881,131316,113008,8196,0,19463,239093,0.2963230774793015,0.9270370981285988,27659,8196
26,X3-EEG1377.YUV.DAT.20221020.154251_FV_321,23.874567240842293,43.981249999999996,24.464401930265034,43.97083333333334,24.860949213373384,44.780208333333334,43529,11760,8476,202987,0.6826472202618992,0.9241392754318618,52005,55289,42288,44615,13484,166365,0.4212497634155817,0.7821984464971209,55772,86903,94519,20838,36797,114598,0.6212061464043009,0.7839378898752399,131316,115357,9203,0,18456,239093,0.3327307567157164,0.9308121401151631,27659,9203
27,X3-EEG1377.YUV.DAT.20221020.154251_FV_331,25.047675015761524,45.232552083333324,25.592393792870777,45.240885416666664,25.67603453397055,46.19921875,44545,10441,7460,204306,0.7133363225827115,0.932892724328215,52005,54986,42358,43739,13414,167241,0.4256614846599873,0.7857448116602687,55772,86097,94552,21564,36764,113872,0.6184720041862899,0.7813399712092131,131316,116116,9499,54,18160,239039,0.34276332407173526,0.9317193498080614,27659,9553
28,X3-EEG1377.YUV.DAT.20221020.154251_FV_341,24.748449879064307,46.08932291666666,25.454471116611106,46.010416666666664,25.514952638790497,46.72291666666668,44609,9765,7396,204982,0.7221790513194107,0.9356668366122841,52005,54374,43250,43015,12522,167965,0.43781064310081286,0.7918028730806143,55772,86265,95258,21448,36058,113988,0.6235631431489095,0.7844214851247601,131316,116706,9395,12,18264,239081,0.3395251346174695,0.931486924184261,27659,9407
29,X3-EEG1377.YUV.DAT.20221020.154251_FV_391,22.44220150927487,44.328645833333326,23.045347030328355,44.032291666666666,22.419442121144073,44.82213541666667,44824,11383,7181,203364,0.7071369975389664,0.9304072696737045,52005,56207,39962,43705,15810,167275,0.40172100083436374,0.7768901451535508,55772,83667,94030,24633,37286,110803,0.6029535296795747,0.7678780290307101,131316,118663,8215,0,19444,239093,0.2970100148233848,0.9271083253358925,27659,8215
30,X3-EEG1377.YUV.DAT.20221020.154251_FV_351,23.99588270686266,46.4578125,24.620786307950574,46.37942708333333,24.372660743732066,47.53567708333333,44130,10370,7875,204377,0.70749498997996,0.9316031369961613,52005,54500,41391,43984,14381,166996,0.41492241068206426,0.7812012655950096,55772,85375,94630,22866,36686,112570,0.6137551724585231,0.7767514395393474,131316,117496,9381,0,18278,239093,0.3391662749918652,0.9314794265834933,27659,9381
31,X3-EEG1377.YUV.DAT.20221020.154251_FV_361,22.41604453659383,45.65598958333334,22.84231347132383,45.53333333333333,22.74248017835975,46.185156250000006,44655,10685,7350,204062,0.7123145637262721,0.9323903850767754,52005,55340,41145,42378,14627,168602,0.419205298013245,0.7862996341170825,55772,83523,95496,22326,35820,113110,0.6215487952512985,0.7820222528790787,131316,117822,10030,37,17629,239056,0.3621461582900058,0.9337736924184261,27659,10067
32,X3-EEG1377.YUV.DAT.20221020.154251_FV_371,22.21064148589238,45.157812500000006,22.701006313878697,44.86406250000001,22.315143303589206,45.53958333333333,45365,10433,6640,204314,0.7265607482622761,0.9359967310460653,52005,55798,40740,42861,15032,168119,0.41304634351586184,0.7829706993761996,55772,83601,94293,23348,37023,112088,0.609663528681529,0.773681172024952,131316,117641,9623,89,18036,239004,0.34679976935274615,0.9320529930422264,27659,9712
33,X3-EEG1377.YUV.DAT.20221020.154251_FV_381,22.294409207205494,44.82786458333334,22.69632375322818,44.708072916666666,22.368540516039673,45.771875,44789,10695,7216,204052,0.7143381180223285,0.9328552363243762,52005,55484,40281,43433,15491,167547,0.4060380021168288,0.7791056861804223,55772,83714,94493,25024,36823,110412,0.6044070615325573,0.7681479426583493,131316,119517,8022,15,19637,239078,0.28987497289874975,0.926328574856046,27659,8037
34,X3-EEG1377.YUV.DAT.20221020.154251_FV_401,22.964624769797563,44.56223958333334,23.474177723382642,44.42994791666667,23.17105264324963,45.348697916666666,44892,12046,7113,202701,0.7008789870571888,0.9281767334452975,52005,56938,39399,43651,16373,167329,0.3962765154944027,0.7749820057581573,55772,83050,93992,23497,37324,111939,0.6071324759548616,0.7719942118522073,131316,117489,9275,0,18384,239093,0.33533388770382155,0.9310820537428023,27659,9275
35,X3-EEG1377.YUV.DAT.20221020.154251_FV_461,23.685325488303317,45.282552083333336,24.032688105753653,45.22057291666666,23.71031425795173,46.10286458333333,46131,15393,5874,199354,0.6844565120626724,0.9202742622360844,52005,61524,40428,53415,15344,157565,0.37026385925064337,0.7422362344049904,55772,93843,83066,18414,48250,117022,0.5547719227943632,0.7500899712092131,131316,101480,9903,2,17756,239091,0.3580130870178229,0.9334288027831094,27659,9905
36,X3-EEG1377.YUV.DAT.20221020.154251_FV_411,23.379252708202856,45.1953125,23.752780115004047,45.08671875,23.694604964056044,46.07265625,44702,12872,7303,201875,0.6890269278789093,0.9243679522552783,52005,57574,38368,44306,17404,166674,0.3833809628489778,0.7686615283109405,55772,82674,93467,23159,37849,112277,0.6050623078167988,0.7712931861804223,131316,116626,9878,0,17781,239093,0.3571351097292021,0.9333425803742802,27659,9878
37,X3-EEG1377.YUV.DAT.20221020.154251_FV_41,21.35136571918865,41.79609375,21.97335077451736,41.522395833333334,22.275822590144674,42.19557291666666,44636,11402,7369,203345,0.7039601305849512,0.9296312679942419,52005,56038,40811,44904,14961,166076,0.4053697008224403,0.7755780650191939,55772,85715,93243,24146,38073,111290,0.5997800105492017,0.766753388915547,131316,117389,7610,0,20049,239093,0.27513648360389026,0.9248403011036468,27659,7610
38,X3-EEG1377.YUV.DAT.20221020.154251_FV_421,23.924519808016257,45.89713541666667,24.337928985975548,45.69791666666667,24.246721744469554,46.47447916666667,44994,14046,7011,200701,0.6812008902211927,0.9210615103166987,52005,59040,38090,46729,17682,164251,0.3716061306718959,0.7585360184740882,55772,84819,90843,22545,40473,112891,0.5904225242264122,0.7637580974088292,131316,113388,9505,0,18154,239093,0.3436494450269352,0.931944277831094,27659,9505
39,X3-EEG1377.YUV.DAT.20221020.154251_FV_431,23.81119155684281,45.42213541666667,24.19629442272582,45.38697916666666,24.362960679720295,46.04895833333333,45396,14060,6609,200687,0.6871414516006963,0.922516044865643,52005,59456,39916,47764,15856,163216,0.38552773914387267,0.7615013195777351,55772,87680,89519,20263,41797,115173,0.5905765310498156,0.7673494481765835,131316,109782,9834,0,17825,239093,0.35554430745869336,0.9331776331573897,27659,9834
40,X3-EEG1377.YUV.DAT.20221020.154251_FV_441,23.79573529356363,45.39192708333333,24.190257427655304,45.32864583333333,24.143035540157662,46.15572916666666,45774,14600,6231,200147,0.687245702274604,0.9219087392034548,52005,60374,40327,50639,15445,160341,0.3789739782541279,0.7522642754318618,55772,90966,86200,20341,45116,115095,0.5683878752711712,0.7546147732725528,131316,106541,8871,0,18788,239093,0.3207274304927872,0.9295675383877159,27659,8871
41,X3-EEG1377.YUV.DAT.20221020.154251_FV_451,23.703614915593185,45.56328125,24.260271629859773,45.36536458333334,24.271065906376307,46.027864583333326,45935,14399,6070,200348,0.6917504969580146,0.9232658049424184,52005,60334,40767,52401,15005,158579,0.3768685346620691,0.7473083613243762,55772,93168,84320,19671,46996,115765,0.5584586752501871,0.7500787248080614,131316,103991,9259,0,18400,239093,0.3347554141509093,0.9310220729366603,27659,9259
42,X3-EEG1377.YUV.DAT.20221020.154251_FV_471,23.87786508746087,45.28072916666666,24.51846508118047,45.008854166666666,24.347014515492443,45.637760416666666,46226,15322,5779,199425,0.6865893326600027,0.920896563099808,52005,61548,40110,54863,15662,156117,0.36254349889275544,0.7356158529270633,55772,94973,81546,19055,49770,116381,0.5422987145127718,0.7419888135796545,131316,100601,9630,0,18029,239093,0.3481687696590621,0.9324128778790787,27659,9630
43,X3-EEG1377.YUV.DAT.20221020.154251_FV_481,24.05199479686092,45.239322916666666,24.50243424205746,45.17526041666667,24.29977700157738,46.12291666666667,46515,15948,5490,198799,0.68451723985696,0.9196332173704415,52005,62463,39550,54922,16222,156058,0.35729127143295936,0.7332953454894434,55772,94472,81123,17636,50193,117800,0.5446251141307267,0.7457226187619962,131316,98759,11058,0,16601,239093,0.39979753425648074,0.9377661648272553,27659,11058
44,X3-EEG1377.YUV.DAT.20221020.154251_FV_491,23.95943989603755,45.45234375,24.49272651365059,45.34322916666667,24.1479984679954,46.39817708333334,46417,16470,5588,198277,0.6778678349762687,0.9173089611324377,52005,62887,39207,55563,16565,155417,0.3521534108770827,0.7296065259117083,55772,94770,80582,17907,50734,117529,0.5400105881801063,0.7426785928502879,131316,98489,10606,0,17053,239093,0.3834556563867096,0.9360717070537428,27659,10606
45,X3-EEG1377.YUV.DAT.20221020.154251_FV_501,23.974962660400536,45.53776041666667,24.47822460371445,45.489322916666666,24.24431026727362,46.252864583333334,46531,16460,5474,198287,0.6796319287227051,0.9177738123800384,52005,62991,39177,55374,16595,155606,0.3524823205513469,0.7302025851727447,55772,94551,80660,17897,50656,117539,0.5405695214223962,0.7430084872840691,131316,98557,10653,0,17006,239093,0.38515492244838934,0.936247900671785,27659,10653
46,X3-EEG1377.YUV.DAT.20221020.154251_FV_511,24.263213383540194,45.36744791666667,24.778102009490322,45.165625000000006,24.330112331186985,46.2578125,46490,16430,5515,198317,0.6793307518082853,0.9177325755758158,52005,62920,39245,55483,16527,155497,0.3527481910925352,0.7300488843570058,55772,94728,80559,17546,50757,117890,0.5411656433475299,0.7439456873800384,131316,98105,10999,0,16660,239093,0.3976644130301168,0.9375449856046065,27659,10999
47,X3-EEG1377.YUV.DAT.20221020.154251_FV_51,22.682757229184478,44.12838541666667,23.20725402842677,43.79479166666667,22.91311608236772,44.91432291666666,45535,11406,6470,203341,0.7180930753339326,0.9329864443378119,52005,56941,40875,44435,14897,166545,0.40790563533485685,0.7775761756238004,55772,85310,92703,24356,38613,111080,0.5955020812991418,0.7639417886276392,131316,117059,7442,0,20217,239093,0.2690625112983116,0.9242105026391555,27659,7442
48,X3-EEG1377.YUV.DAT.20221020.154251_FV_521,24.161880536971854,45.538020833333334,24.656423466100033,45.30078125,24.255634010472704,46.1375,46542,16509,5463,198238,0.6793064191260181,0.917631357965451,52005,63051,39219,55287,16553,155693,0.3531366210752843,0.7306861804222649,55772,94506,80699,17749,50617,117687,0.5413678596585382,0.7437095129558541,131316,98448,10747,0,16912,239093,0.3885534545717488,0.9366002879078695,27659,10747
49,X3-EEG1377.YUV.DAT.20221020.154251_FV_531,24.154775130832697,45.4609375,24.63252429588554,45.31901041666667,24.59956471127843,46.178124999999994,46665,16466,5340,198281,0.6815294066100978,0.9182536588291746,52005,63131,39250,55326,16522,155654,0.3532916884192335,0.7306561900191939,55772,94576,80574,17692,50742,117744,0.5407360678621282,0.7434545945297505,131316,98266,10779,0,16880,239093,0.3897104016775733,0.9367202495201535,27659,10779
50,X3-EEG1377.YUV.DAT.20221020.154251_FV_541,24.258269893869496,45.525781249999994,24.68226539418838,45.359895833333326,24.363296246465822,46.11458333333333,46562,16524,5443,198223,0.6794495760918735,0.9176501019673704,52005,63086,39206,55385,16566,155595,0.3527083314591074,0.7302700635796545,55772,94591,80589,17579,50727,117857,0.5412471876154337,0.7439344409788867,131316,98168,10907,0,16752,239093,0.39433819010087134,0.9372000959692899,27659,10907
51,X3-EEG1377.YUV.DAT.20221020.154251_FV_551,24.052255885542085,45.7765625,24.641531520658244,45.5765625,24.536210838132572,46.233593750000004,46603,16498,5402,198249,0.6803059720012262,0.9179012715930902,52005,63101,39233,55357,16539,155623,0.353040160534154,0.7304762476007678,55772,94590,80561,17569,50755,117867,0.5410954763743829,0.7438669625719769,131316,98130,10931,0,16728,239093,0.39520590043023973,0.9372900671785028,27659,10931
52,X3-EEG1377.YUV.DAT.20221020.154251_FV_561,24.34203031869671,45.458072916666666,24.74261562420139,45.368489583333336,24.389154538518397,46.12447916666666,46509,16402,5496,198345,0.6798865613168243,0.917908769193858,52005,62911,39249,55234,16523,155746,0.3535754824063564,0.7309973308541267,55772,94483,80807,17618,50509,117818,0.542569191722508,0.7446054762476008,131316,98425,10927,6,16732,239087,0.39497560093981565,0.9372525791746641,27659,10933
53,X3-EEG1377.YUV.DAT.20221020.154251_FV_571,24.1762936778627,45.67395833333333,24.70153706067139,45.34791666666666,24.45912374836352,46.2890625,46603,16548,5402,198199,0.6798097822123029,0.9177138315738963,52005,63151,39123,55286,16618,155725,0.3523737469264233,0.7304462571976967,55741,94409,80676,17621,50671,117784,0.541565973900435,0.743986924184261,131347,98297,10895,0,16764,239093,0.39390433493618715,0.9371551103646834,27659,10895
54,X3-EEG1377.YUV.DAT.20221020.154251_FV_581,24.33273191361997,45.829427083333336,24.725920611896218,45.741406250000004,24.685973004595013,46.376562500000006,46450,16303,5555,198444,0.6800081981612696,0.9180587212092131,52005,62753,39342,55253,16399,155758,0.35445159197794474,0.7313909548944337,55741,94595,80889,17659,50458,117746,0.5428573346039757,0.7446429642514395,131347,98548,10856,0,16803,239093,0.3924943056509635,0.9370089071497121,27659,10856
55,X3-EEG1377.YUV.DAT.20221020.154251_FV_591,24.31801563309797,45.626041666666666,24.824916307185116,45.40963541666666,24.63597976447498,46.10338541666667,46490,16339,5571,198352,0.6796783625730994,0.9178637835892515,52061,62829,39264,55207,16421,155860,0.3540742343902175,0.7314809261036468,55685,94471,80927,17356,50420,118049,0.5442190137387948,0.7459213051823417,131347,98283,11169,0,16490,239093,0.40381069452980944,0.9381822816698656,27659,11169
56,X3-EEG1377.YUV.DAT.20221020.154251_FV_601,24.24887169029717,45.64713541666667,24.954872024307516,45.43802083333334,24.9034724975668,46.10885416666666,46565,16309,5496,198382,0.6810735702793623,0.9182574076295585,52061,62874,39296,55157,16389,155910,0.3545226538676675,0.7317883277351248,55685,94453,80885,17708,50462,117697,0.5426520411928483,0.744444277831094,131347,98593,10832,0,16827,239093,0.39162659532159516,0.936918935940499,27659,10832
57,X3-EEG1377.YUV.DAT.20221020.154251_FV_611,24.423594387862078,45.643489583333334,24.807761176305704,45.55338541666666,24.666523211637678,46.3765625,46559,16280,5502,198411,0.6812747838047438,0.9183436300383877,52061,62839,39303,55093,16382,155974,0.35479066240589285,0.7320544925623801,55685,94396,80982,17247,50365,118158,0.5449883575379895,0.7465361084452975,131347,98229,11288,0,16371,239093,0.40811309157959436,0.938628388915547,27659,11288
58,X3-EEG1377.YUV.DAT.20221020.154251_FV_61,23.117495351110026,44.8515625,23.54947363176794,44.8,23.391164891562507,45.504427083333326,45609,11537,6396,203210,0.7177772182178717,0.9327727627159309,52005,57146,41353,43515,14419,167465,0.4164996424506733,0.7828169985604606,55772,84868,93475,24196,37841,111240,0.6010790164103091,0.7674356705854126,131316,117671,7067,0,20592,239093,0.25550453740193063,0.9228047024952015,27659,7067
59,X3-EEG1377.YUV.DAT.20221020.154251_FV_661,24.37263940754049,45.688802083333336,24.87316651267142,45.626302083333336,24.73494978401209,46.56223958333334,46405,16291,5656,198400,0.6789121020599251,0.917725077975048,52061,62696,39304,55260,16381,155807,0.35426562711253323,0.7314321916986565,55685,94564,80951,17836,50396,117569,0.5426288518128741,0.7442118522072937,131347,98787,10705,0,16954,239093,0.38703496149535416,0.9364428382917467,27659,10705
60,X3-EEG1377.YUV.DAT.20221020.154251_FV_621,24.415939394521093,45.6765625,24.80951596158748,45.65104166666667,24.55731281895298,46.434635416666666,46456,16368,5605,198323,0.678893451606775,0.9176276091650671,52061,62824,39231,55071,16454,155996,0.35421105854310375,0.7318670525431862,55685,94302,81069,17381,50278,118024,0.5450822978860739,0.7463599148272553,131347,98450,11176,0,16483,239093,0.40406377670920857,0.9382085232725528,27659,11176
61,X3-EEG1377.YUV.DAT.20221020.154251_FV_631,24.495230488075716,45.879947916666666,24.95164070587204,45.66770833333333,24.796458915109888,46.30052083333334,46516,16375,5545,198316,0.6797007422993746,0.9178262955854126,52061,62891,39214,55038,16471,156029,0.35416309167923554,0.7319270333493282,55685,94252,81057,17849,50290,117556,0.5432920453631465,0.7445604906429942,131347,98906,10703,0,16956,239093,0.3869626523012401,0.9364353406909789,27659,10703
