,loss,accuracy,val_loss,val_accuracy,lr
0,0.9727952480316162,0.620229959487915,0.8985175490379333,0.6983404159545898,0.0010000000474974513
1,0.8531162738800049,0.6804266571998596,0.6028156876564026,0.7559317946434021,0.0010000000474974513
2,0.7790597677230835,0.7092185020446777,0.6655082702636719,0.7375332117080688,0.0010000000474974513
3,0.7412542700767517,0.7274855971336365,0.6908079385757446,0.7295410633087158,0.0010000000474974513
4,0.6938052773475647,0.7422698736190796,0.6869074106216431,0.7418929934501648,0.0010000000474974513
5,0.655677080154419,0.7545976042747498,0.6996724605560303,0.7346116900444031,0.0010000000474974513
6,0.6165749430656433,0.7654127478599548,0.619872510433197,0.7523828148841858,0.0010000000474974513
7,0.5832840800285339,0.7773419618606567,0.4789544641971588,0.7957361340522766,0.00020000000949949026
8,0.535481870174408,0.7938168048858643,0.4748988151550293,0.7962962985038757,0.00020000000949949026
9,0.5086422562599182,0.8024083375930786,0.4757859408855438,0.7955669164657593,0.00020000000949949026
10,0.4915161430835724,0.8081464767456055,0.4750286042690277,0.7951993346214294,0.00020000000949949026
11,0.47476956248283386,0.8135502338409424,0.4789520800113678,0.7939354181289673,0.00020000000949949026
12,0.4603940546512604,0.8184541463851929,0.4801153838634491,0.7938412427902222,0.00020000000949949026
13,0.4475939869880676,0.8229379057884216,0.4757058024406433,0.7955129742622375,0.00020000000949949026
14,0.4377051591873169,0.827285647392273,0.45774900913238525,0.8003283143043518,4.0000002627493814e-05
15,0.4222196638584137,0.8325667977333069,0.45720458030700684,0.8002046942710876,4.0000002627493814e-05
16,0.41386473178863525,0.8358330726623535,0.45767349004745483,0.8000359535217285,4.0000002627493814e-05
17,0.40714943408966064,0.8384444117546082,0.4588204324245453,0.799547016620636,4.0000002627493814e-05
18,0.4016447961330414,0.8407752513885498,0.4590980112552643,0.7994426488876343,4.0000002627493814e-05
19,0.39574187994003296,0.8428070545196533,0.4604538381099701,0.7990044355392456,4.0000002627493814e-05
20,0.3913370668888092,0.8451300859451294,0.46307069063186646,0.7974399328231812,8.000000889296643e-06
21,0.3875381350517273,0.8467428088188171,0.4624388515949249,0.7974919676780701,8.000000889296643e-06
22,0.3852112889289856,0.8476750254631042,0.4624132513999939,0.7974839210510254,8.000000889296643e-06
23,0.38330233097076416,0.8484174013137817,0.4627201557159424,0.7973816990852356,8.000000889296643e-06
24,0.3815913200378418,0.8490906357765198,0.46300047636032104,0.7973082661628723,8.000000889296643e-06
25,0.38016587495803833,0.8496637940406799,0.4635920524597168,0.7969249486923218,1.6000001323845936e-06
26,0.3792169690132141,0.8500769138336182,0.46353286504745483,0.7968897819519043,1.6000001323845936e-06
27,0.3786884844303131,0.8503150343894958,0.46363916993141174,0.7968196868896484,1.6000001323845936e-06
28,0.3782457113265991,0.850508451461792,0.4637529253959656,0.7967595458030701,1.6000001323845936e-06
29,0.3778359591960907,0.8506832122802734,0.46385687589645386,0.7967113852500916,1.6000001323845936e-06
30,0.37721145153045654,0.8509638905525208,0.4640050530433655,0.7966422438621521,3.200000264769187e-07
31,0.3770678639411926,0.8510175347328186,0.464006245136261,0.7966388463973999,3.200000264769187e-07
32,0.376951664686203,0.8510610461235046,0.46401599049568176,0.7966333031654358,3.200000264769187e-07
33,0.376850426197052,0.8511008620262146,0.4640313982963562,0.7966248393058777,3.200000264769187e-07
34,0.37675806879997253,0.8511380553245544,0.46404942870140076,0.7966160178184509,3.200000264769187e-07
