,loss,accuracy,val_loss,val_accuracy,lr
0,1.1133313179016113,0.5146127939224243,0.7623494863510132,0.6736192107200623,0.0010000000474974513
1,1.0638452768325806,0.5396136045455933,0.7895812392234802,0.6603414416313171,0.0010000000474974513
2,1.0272525548934937,0.5609572529792786,0.7181026935577393,0.6874418258666992,0.0010000000474974513
3,0.9860255122184753,0.5875958204269409,0.7274284362792969,0.6943432092666626,0.0010000000474974513
4,0.950425386428833,0.608452320098877,0.7085631489753723,0.7018647789955139,0.0010000000474974513
5,0.9132359027862549,0.6297563314437866,0.7101650834083557,0.7048836350440979,0.0010000000474974513
6,0.8831086158752441,0.6460756659507751,0.6842972040176392,0.7155312299728394,0.0010000000474974513
7,0.8586626648902893,0.6590808033943176,0.6694501042366028,0.7221956849098206,0.0010000000474974513
8,0.8317182660102844,0.6712241172790527,0.6426087021827698,0.7350027561187744,0.0010000000474974513
9,0.8128185868263245,0.6807318925857544,0.6172866821289062,0.7422068119049072,0.0010000000474974513
10,0.7921888828277588,0.69129878282547,0.6000366806983948,0.752348780632019,0.0010000000474974513
11,0.7735084891319275,0.7000526785850525,0.5945523977279663,0.7563057541847229,0.0010000000474974513
12,0.754500687122345,0.7080302834510803,0.598316490650177,0.75596684217453,0.0010000000474974513
13,0.7378848791122437,0.715011715888977,0.6023015975952148,0.7552179098129272,0.0010000000474974513
14,0.7231690287590027,0.7212816476821899,0.6110610365867615,0.7523350119590759,0.0010000000474974513
15,0.7108274698257446,0.7271981835365295,0.6100525259971619,0.751432478427887,0.0010000000474974513
16,0.6998710632324219,0.7313961386680603,0.6028231382369995,0.754283607006073,0.0010000000474974513
17,0.7038295269012451,0.7294308543205261,0.5785157084465027,0.7631580233573914,0.00020000000949949026
18,0.6753106713294983,0.7430735230445862,0.5739822387695312,0.7648149132728577,0.00020000000949949026
19,0.65903240442276,0.7504561543464661,0.571807861328125,0.7652863264083862,0.00020000000949949026
20,0.6469334363937378,0.7558379173278809,0.5708781480789185,0.7655161023139954,0.00020000000949949026
21,0.6367810964584351,0.7603029012680054,0.5709524750709534,0.7656701803207397,0.00020000000949949026
22,0.6279916167259216,0.7640728950500488,0.5725551843643188,0.7655544877052307,0.00020000000949949026
23,0.619953989982605,0.7673729062080383,0.5753796696662903,0.7651238441467285,0.00020000000949949026
24,0.612532913684845,0.770349383354187,0.5789613127708435,0.7646971940994263,0.00020000000949949026
25,0.6055489778518677,0.7731115221977234,0.58343905210495,0.7641348242759705,0.00020000000949949026
26,0.599010705947876,0.7756398320198059,0.5880306363105774,0.7635313868522644,0.00020000000949949026
27,0.6118049621582031,0.7705854177474976,0.5527108311653137,0.7722645401954651,4.0000002627493814e-05
28,0.6018726229667664,0.7745463252067566,0.553383469581604,0.7717827558517456,4.0000002627493814e-05
29,0.5969248414039612,0.776453971862793,0.5536615252494812,0.7717241644859314,4.0000002627493814e-05
30,0.593217670917511,0.7779425978660583,0.5538787841796875,0.7717431783676147,4.0000002627493814e-05
31,0.5900238752365112,0.7792510986328125,0.5540564656257629,0.7717836499214172,4.0000002627493814e-05
32,0.5870829820632935,0.7804583311080933,0.5540972948074341,0.7718763947486877,4.0000002627493814e-05
33,0.6036252379417419,0.7720752954483032,0.5423246026039124,0.7735575437545776,8.000000889296643e-06
34,0.5957591533660889,0.7758526802062988,0.5428896546363831,0.7731309533119202,8.000000889296643e-06
35,0.5931131839752197,0.7771984934806824,0.5433513522148132,0.7728940844535828,8.000000889296643e-06
36,0.5913842916488647,0.7780440449714661,0.5436722636222839,0.7727587223052979,8.000000889296643e-06
37,0.5899788737297058,0.7787143588066101,0.5438921451568604,0.7726864218711853,8.000000889296643e-06
38,0.5887472033500671,0.7792895436286926,0.5440421104431152,0.7726437449455261,8.000000889296643e-06
39,0.5907232165336609,0.7775622606277466,0.5457838177680969,0.7717949748039246,1.6000001323845936e-06
40,0.5892009139060974,0.7784894108772278,0.5458744764328003,0.7717040181159973,1.6000001323845936e-06
41,0.5884147882461548,0.7789701819419861,0.546115517616272,0.771588921546936,1.6000001323845936e-06
42,0.5878804922103882,0.7792827486991882,0.5463764667510986,0.771489143371582,1.6000001323845936e-06
43,0.5874646306037903,0.7795166373252869,0.5465512871742249,0.7714227437973022,1.6000001323845936e-06
44,0.5869112610816956,0.7796936631202698,0.5471632480621338,0.7711296081542969,3.200000264769187e-07
45,0.5868059992790222,0.779741644859314,0.5473137497901917,0.771055281162262,3.200000264769187e-07
46,0.5867106914520264,0.7797868847846985,0.5474408864974976,0.770992636680603,3.200000264769187e-07
47,0.5866227149963379,0.7798301577568054,0.5475468039512634,0.7709411978721619,3.200000264769187e-07
48,0.5865412950515747,0.77987140417099,0.5476446151733398,0.7708955407142639,3.200000264769187e-07
49,0.5863744616508484,0.7799380421638489,0.5477569699287415,0.7708431482315063,6.400000529538374e-08
50,0.586358368396759,0.779945433139801,0.5477827191352844,0.7708308100700378,6.400000529538374e-08
51,0.5863418579101562,0.7799535989761353,0.5478051900863647,0.7708205580711365,6.400000529538374e-08
52,0.5863259434700012,0.7799615859985352,0.5478248596191406,0.7708114385604858,6.400000529538374e-08
53,0.5863109230995178,0.779969334602356,0.5478489995002747,0.7708005309104919,6.400000529538374e-08
